Dex No.,Name,Generation,Primary Type,Secondary Type,Health,Attack,Defense,Sp. Attack,Sp. Defense,Speed,BST,Catch Rate,Ability 1,Ability 2,Hidden Ability,Male Ratio,Female Ratio,Height,Weight,Egg Group 1,Egg Group 2,Sword Dens,Sheild Dens,Moonstone Evo?,-
#703,Carbink,Generation VI,Rock,Fairy,50,50,150,50,150,50,500,60,Clear Body,Unknown,Sturdy,0,0,0.3,5.7,Fairy ,Mineral,Unknown,Unknown,0,
#704,Goomy,Generation VI,Dragon,Unknown,45,50,35,55,75,40,300,45,Sap Sipper,Hydration,Gooey,50,50,0.3,2.8,Dragon,Unknown,"37, 38, 64, 131, 132","37, 38, 64, 131, 132",0,
#705,Sliggoo,Generation VI,Dragon,Unknown,68,75,53,83,113,60,452,45,Sap Sipper,Hydration,Gooey,50,50,0.8,17.5,Dragon,Unknown,"37, 38, 64, 131, 132","37, 38, 64, 131, 132",0,
#706,Goodra,Generation VI,Dragon,Unknown,90,100,70,110,150,80,600,45,Sap Sipper,Hydration,Gooey,50,50,2,150.5,Dragon,Unknown,"37, 38, 64, 131, 132","37, 38, 64, 131, 132",0,
#707,Klefki,Generation VI,Steel,Fairy,57,80,91,80,87,75,470,75,Prankster,Unknown,Magician,50,50,0.2,3,Mineral,Unknown,"125, 126, 129","125, 126, 129",0,
#708,Phantump,Generation VI,Ghost,Grass,43,70,48,50,60,38,309,120,Natural Cure,Frisk,Harvest,50,50,0.4,7,Grass,Amorphous,"6, 28","6, 28",0,
#709,Trevenant,Generation VI,Ghost,Grass,85,110,76,65,82,56,474,60,Natural Cure,Frisk,Harvest,50,50,1.5,71,Grass,Amorphous,"6, 28","6, 28",0,
#710,Tpumpkaboo,Generation VI,Ghost,Grass,44,66,70,44,55,56,335,120,Pickup,Frisk,Insomnia,50,50,0.3,3.5,Amorphous,Unknown,"6, 28, 43, 47","6, 28",0,
#710,Pumpkaboo,Generation VI,Ghost,Grass,49,66,70,44,55,51,335,120,Pickup,Frisk,Insomnia,50,50,0.4,5,Amorphous,Unknown,"6, 28, 43, 47","6, 28",0,
#710,Lpumpkaboo,Generation VI,Ghost,Grass,54,66,70,44,55,46,335,120,Pickup,Frisk,Insomnia,50,50,0.5,7.5,Amorphous,Unknown,"6, 28, 43, 47","6, 28",0,
#710,Spumpkaboo,Generation VI,Ghost,Grass,59,66,70,44,55,41,335,120,Pickup,Frisk,Insomnia,50,50,0.8,15,Amorphous,Unknown,"6, 28, 43, 47","6, 28",0,
#711,Smgourgeist,Generation VI,Ghost,Grass,55,85,122,58,75,99,494,60,Pickup,Frisk,Insomnia,50,50,0.7,9.5,Amorphous,Unknown,"6, 28, 43, 47, 128","6, 28, 128",0,
#711,Gourgeist,Generation VI,Ghost,Grass,65,90,122,58,75,84,494,60,Pickup,Frisk,Insomnia,50,50,0.9,12.5,Amorphous,Unknown,"6, 28, 43, 47, 128","6, 28, 128",0,
#711,Lgourgeist,Generation VI,Ghost,Grass,75,95,122,58,75,69,494,60,Pickup,Frisk,Insomnia,50,50,1.1,14,Amorphous,Unknown,"6, 28, 43, 47, 128","6, 28, 128",0,
#711,Sgourgeist,Generation VI,Ghost,Grass,85,100,122,58,75,54,494,60,Pickup,Frisk,Insomnia,50,50,1.7,39,Amorphous,Unknown,"6, 28, 43, 47, 128","6, 28, 128",0,
#712,Bergmite,Generation VI,Ice,Unknown,55,69,85,32,35,28,304,190,Own Tempo,Ice Body,Sturdy,50,50,1,99.5,Monster,Mineral,"22, 55, 73","22, 55, 73, 83",0,
#713,Avalugg,Generation VI,Ice,Unknown,95,117,184,44,46,28,514,55,Own Tempo,Ice Body,Sturdy,50,50,2,505,Monster,Mineral,"22, 55, 73","22, 55, 73, 83, 147",0,
#714,Noibat,Generation VI,Flying,Dragon,40,30,35,45,40,55,245,190,Frisk,Infiltrator,Telepathy,50,50,0.5,8,Flying,Dragon,"32, 37, 38","32, 37, 38",0,
#715,Noivern,Generation VI,Flying,Dragon,85,70,80,97,80,123,535,45,Frisk,Infiltrator,Telepathy,50,50,1.5,85,Flying,Dragon,"38, 132","38, 132",0,
#716,Xerneas,Generation VI,Fairy,Unknown,126,131,95,131,98,99,680,45,Fairy Aura,Unknown,Unknown,0,0,3,215,Undiscovered,Unknown,Unknown,Unknown,0,
#717,Yveltal,Generation VI,Dark,Flying,126,131,95,131,98,99,680,45,Dark Aura,Unknown,Unknown,0,0,5.8,203,Undiscovered,Unknown,Unknown,Unknown,0,
#718,Tzygarde,Generation VI,Dragon,Ground,54,100,71,61,85,115,486,3,Aura Break,Power Construct,Unknown,0,0,1.2,33.5,Undiscovered,Unknown,Unknown,Unknown,0,
#718,Zygarde,Generation VI,Dragon,Ground,108,100,121,81,95,95,600,3,Aura Break,Power Construct,Unknown,0,0,5,284.6,Undiscovered,Unknown,Unknown,Unknown,0,
#718,Czygarde,Generation VI,Dragon,Ground,216,100,121,91,95,85,708,3,Unknown,Power Construct,Unknown,0,0,4.5,610,Undiscovered,Unknown,Unknown,Unknown,0,
#719,Diancie,Generation VI,Rock,Fairy,50,100,150,100,150,50,600,3,Clear Body,Unknown,Unknown,0,0,0.7,8.8,Undiscovered,Unknown,Unknown,Unknown,0,
#720,Hoopa,Generation VI,Psychic,Ghost,80,110,60,150,130,70,600,3,Magician,Unknown,Unknown,0,0,0.5,9,Undiscovered,Unknown,Unknown,Unknown,0,
#720,Uhoopa,Generation VI,Psychic,Dark,80,160,60,170,130,80,680,3,Magician,Unknown,Unknown,0,0,6.5,490,Undiscovered,Unknown,Unknown,Unknown,0,
#721,Volcanion,Generation VI,Fire,Water,80,110,120,130,90,70,600,3,Water Absorb,Unknown,Unknown,0,0,1.7,195,Undiscovered,Unknown,Unknown,Unknown,0,
#722,Rowlet,Generation VII,Grass,Flying,68,55,55,50,50,42,320,45,Overgrow,Unknown,Long Reach,87.5,12.5,0.3,1.5,Flying,Unknown,Unknown,Unknown,0,
#723,Dartrix,Generation VII,Grass,Flying,78,75,75,70,70,52,420,45,Overgrow,Unknown,Long Reach,87.5,12.5,0.7,16,Flying,Unknown,Unknown,Unknown,0,
#724,Decidueye,Generation VII,Grass,Ghost,78,107,75,100,100,70,530,45,Overgrow,Unknown,Long Reach,87.5,12.5,1.6,36.6,Flying,Unknown,Unknown,Unknown,0,
#725,Litten,Generation VII,Fire,Unknown,45,65,40,60,40,70,320,45,Blaze,Unknown,Intimidate,87.5,12.5,0.4,4.3,Field,Unknown,Unknown,Unknown,0,
#726,Torracat,Generation VII,Fire,Unknown,65,85,50,80,50,90,420,45,Blaze,Unknown,Intimidate,87.5,12.5,0.7,25,Field,Unknown,Unknown,Unknown,0,
#727,Incineroar,Generation VII,Fire,Dark,95,115,90,80,90,60,530,45,Blaze,Unknown,Intimidate,87.5,12.5,1.8,83,Field,Unknown,Unknown,Unknown,0,
#728,Popplio,Generation VII,Water,Unknown,50,54,54,66,56,40,320,45,Torrent,Unknown,Liquid Voice,87.5,12.5,0.4,7.5,Water 1,Field,Unknown,Unknown,0,
#729,Brionne,Generation VII,Water,Unknown,60,69,69,91,81,50,420,45,Torrent,Unknown,Liquid Voice,87.5,12.5,0.6,17.5,Water 1,Field,Unknown,Unknown,0,
#730,Primarina,Generation VII,Water,Fairy,80,74,74,126,116,60,530,45,Torrent,Unknown,Liquid Voice,87.5,12.5,1.8,44,Water 1,Field,Unknown,Unknown,0,
#731,Pikipek,Generation VII,Normal,Flying,35,75,30,30,30,65,265,255,Keen Eye,Skill Link,Pickup,50,50,0.3,1.2,Flying,Unknown,Unknown,Unknown,0,
#732,Trumbeak,Generation VII,Normal,Flying,55,85,50,40,50,75,355,120,Keen Eye,Skill Link,Pickup,50,50,0.6,14.8,Flying,Unknown,Unknown,Unknown,0,
#733,Toucannon,Generation VII,Normal,Flying,80,120,75,75,75,60,485,45,Keen Eye,Skill Link,Sheer Force,50,50,1.1,26,Flying,Unknown,Unknown,Unknown,0,
#734,Yungoos,Generation VII,Normal,Unknown,48,70,30,30,30,45,253,255,Stakeout,Strong Jaw,Adaptability,50,50,0.4,6,Field,Unknown,Unknown,Unknown,0,
#735,Gumshoos,Generation VII,Normal,Unknown,88,110,60,55,60,45,418,127,Stakeout,Strong Jaw,Adaptability,50,50,0.7,14.2,Field,Unknown,Unknown,Unknown,0,
#736,Grubbin,Generation VII,Bug,Unknown,47,62,45,55,45,46,300,255,Swarm,Unknown,Unknown,50,50,0.4,4.4,Bug,Unknown,4,4,0,
#737,Charjabug,Generation VII,Bug,Electric,57,82,95,55,75,36,400,120,Battery,Unknown,Unknown,50,50,0.5,10.5,Bug,Unknown,"4, 24","4, 24",0,
#738,Vikavolt,Generation VII,Bug,Electric,77,70,90,145,75,43,500,45,Levitate,Unknown,Unknown,50,50,1.5,45,Bug,Unknown,"4, 24, 72","4, 24, 72",0,
#739,Crabrawler,Generation VII,Fighting,Unknown,47,82,57,42,47,63,338,225,Hyper Cutter,Iron Fist,Anger Point,50,50,0.6,7,Water 3,Unknown,Unknown,Unknown,0,
#740,Crabominable,Generation VII,Fighting,Ice,97,132,77,62,67,43,478,60,Hyper Cutter,Iron Fist,Anger Point,50,50,1.7,180,Water 3,Unknown,Unknown,Unknown,0,
#741,Oricorio,Generation VII,Fire,Flying,75,70,70,98,70,93,476,45,Dancer,Unknown,Unknown,25,75,0.6,3.4,Flying,Unknown,Unknown,Unknown,0,
#742,Cutiefly,Generation VII,Bug,Fairy,40,45,40,55,40,84,304,190,Honey Gather,Shield Dust,Sweet Veil,50,50,0.1,0.2,Bug,Fairy,"5, 33, 149","5, 33, 149",0,
#743,Ribombee,Generation VII,Bug,Fairy,60,55,60,95,70,124,464,75,Honey Gather,Shield Dust,Sweet Veil,50,50,0.2,0.5,Bug,Fairy,"5, 33, 149","5, 33, 149",0,
#744,Rockruff,Generation VII,Rock,Unknown,45,65,40,30,40,60,280,190,Keen Eye / Own Tempo(Event),Vital Spirit,Steadfast,50,50,0.5,9.2,Field,Unknown,"115, 116, 156, 157","115, 116, 156, 157",0,
#745,Lycanroc,Generation VII,Rock,Unknown,75,115,65,55,65,112,487,90,Keen Eye,Sand Rush,Steadfast,50,50,0.8,25,Field,Unknown,"115, 116, 156, 157","115, 116, 156, 157",0,
#745,Mlycanroc,Generation VII,Rock,Unknown,85,115,75,55,75,82,487,90,Keen Eye,Vital_Spirit,No_Guard,50,50,1.1,25,Field,Unknown,"115, 116, 156, 157","115, 116, 156, 157",0,
#745,Dlycanroc,Generation VII,Rock,Unknown,75,117,65,55,65,110,487,90,Tough_Claws,Unknown,Unknown,50,50,0.8,25,Field,Unknown,"115, 116, 156, 157","115, 116, 156, 157",0,
#746,Wishiwashi,Generation VII,Water,Unknown,45,20,20,25,25,40,175,60,Schooling,Unknown,Unknown,50,50,0.2,0.3,Water 2,Unknown,"7, 8, 41, 75, 78, 137, 139","7, 8, 41, 75, 78, 137, 139",0,
#746,Swishiwashi,Generation VII,Water,Unknown,45,140,130,140,135,30,620,60,Schooling,Unknown,Unknown,50,50,0.2,0.3,Water 2,Unknown,"7, 8, 41, 75, 78, 137, 139","7, 8, 41, 75, 78, 137, 139",0,
#747,Mareanie,Generation VII,Poison,Water,50,53,62,43,52,45,305,190,Merciless,Limber,Regenerator,50,50,0.4,8,Water 1,Unknown,"29, 41, 44, 60, 67, 86, 91, 120, 138","29, 41, 44, 67, 91, 120, 138",0,
#748,Toxapex,Generation VII,Poison,Water,50,63,152,53,142,35,495,75,Merciless,Limber,Regenerator,50,50,0.7,14.5,Water 1,Unknown,"29, 41, 44, 60, 67, 86, 91, 120, 138","29, 41, 44, 67, 91, 120, 138",0,
#749,Mudbray,Generation VII,Ground,Unknown,70,100,70,45,55,45,385,190,Own Tempo,Stamina,Inner Focus,50,50,1,110,Field,Unknown,16,16,0,
#750,Mudsdale,Generation VII,Ground,Unknown,100,125,100,55,85,35,500,60,Own Tempo,Stamina,Inner Focus,50,50,2.5,920,Field,Unknown,16,16,0,
#751,Dewpider,Generation VII,Water,Bug,38,40,52,40,72,27,269,200,Water Bubble,Unknown,Water Absorb,50,50,0.3,4,Water 1,Bug,"8, 46, 75, 90, 92, 134","8, 46, 75, 90, 92, 134",0,
#752,Araquanid,Generation VII,Water,Bug,68,70,92,50,132,42,454,100,Water Bubble,Unknown,Water Absorb,50,50,1.8,82,Water 1,Bug,"8, 46, 75, 90, 92, 134","8, 46, 75, 90, 92, 134",0,
#753,Fomantis,Generation VII,Grass,Unknown,40,55,35,50,35,35,250,190,Leaf Guard,Unknown,Contrary,50,50,0.3,1.5,Grass,Unknown,"111, 112, 154","111, 112, 154",0,
#754,Lurantis,Generation VII,Grass,Unknown,70,105,90,80,90,45,480,75,Leaf Guard,Unknown,Contrary,50,50,0.9,18.5,Grass,Unknown,"111, 112, 154","111, 112, 154",0,
#755,Morelull,Generation VII,Grass,Fairy,40,35,55,65,75,15,285,190,Illuminate,Effect Spore,Rain Dish,50,50,0.2,1.5,Grass,Unknown,"28, 33, 59, 62, 82, 126","28, 33, 59, 62, 126",0,
#756,Shiinotic,Generation VII,Grass,Fairy,60,45,80,90,100,30,405,75,Illuminate,Effect Spore,Rain Dish,50,50,1,11.5,Grass,Unknown,"28, 33, 59, 62, 82, 126","28, 33, 59, 62, 82, 126",0,
#757,Salandit,Generation VII,Poison,Fire,48,44,40,71,40,77,320,120,Corrosion,Unknown,Oblivious,87.5,12.5,0.6,4.8,Monster,Dragon,"18, 19, 20, 54, 80, 113, 114","18, 19, 20, 54, 60, 80, 86, 113, 114",0,
#758,Salazzle,Generation VII,Poison,Fire,68,64,60,111,60,117,480,45,Corrosion,Unknown,Oblivious,0,100,1.2,22.2,Monster,Dragon,"18, 19, 20, 53, 77, 113, 114","18, 19, 20, 53, 54, 60, 77, 86, 113, 114",0,
#759,Stufful,Generation VII,Normal,Fighting,70,75,50,45,50,50,340,140,Fluffy,Klutz,Cute Charm,50,50,0.5,6.8,Field,Unknown,"10, 39, 48, 81, 100","10, 39, 48, 100",0,
#760,Bewear,Generation VII,Normal,Fighting,120,125,80,55,60,60,500,70,Fluffy,Klutz,Unnerve,50,50,2.1,135,Field,Unknown,"10, 39, 48, 81, 100","10, 39, 48, 100",0,
#761,Bounsweet,Generation VII,Grass,Unknown,42,30,38,30,38,32,210,235,Leaf Guard,Oblivious,Sweet Veil,0,100,0.3,3.2,Grass,Unknown,"20, 70","20, 70",0,
#762,Steenee,Generation VII,Grass,Unknown,52,40,48,40,48,62,290,120,Leaf Guard,Oblivious,Sweet Veil,0,100,0.7,8.2,Grass,Unknown,"20, 70, 151","20, 70, 151",0,
#763,Tsareena,Generation VII,Grass,Unknown,72,120,98,50,98,72,510,45,Leaf Guard,Queenly Majesty,Sweet Veil,0,100,1.2,21.4,Grass,Unknown,"20, 70, 151","20, 70, 151",0,
#764,Comfey,Generation VII,Fairy,Unknown,51,52,90,82,110,100,485,60,Flower Veil,Triage,Natural Cure,25,75,0.1,0.3,Grass,Unknown,Unknown,"125, 126",0,
#765,Oranguru,Generation VII,Normal,Psychic,90,60,80,90,110,60,490,45,Inner Focus,Telepathy,Symbiosis,50,50,1.5,76,Field,Unknown,Unknown,"13, 40, 65, 117, 118",0,
#766,Passimian,Generation VII,Fighting,Unknown,100,120,90,40,60,80,490,45,Reciever,Unknown,Defiant,50,50,2,82.8,Field,Unknown,"48, 123, 124",Unknown,0,
#767,Wimpod,Generation VII,Bug,Water,25,35,40,20,30,80,230,90,Wimp Out,Unknown,Unknown,50,50,0.5,12,Bug,Water 3,"46, 90, 92","46, 90, 92",0,
#768,Golisopod,Generation VII,Bug,Water,75,125,140,60,90,40,530,45,Emergency Exit,Unknown,Unknown,50,50,2,108,Bug,Water 3,"46, 90, 92","46, 90, 92",0,
#769,Sandygast,Generation VII,Ghost,Ground,55,55,80,70,45,15,320,140,Water Compaction,Unknown,Sand Veil,50,50,0.5,70,Amorphous,Unknown,"127, 128","127, 128",0,
#770,Palossand,Generation VII,Ghost,Ground,85,75,110,100,75,35,480,60,Water Compaction,Unknown,Sand Veil,50,50,1.3,250,Amorphous,Unknown,127,127,0,
#771,Pyukumuku,Generation VII,Water,Unknown,55,60,130,30,130,5,410,60,Innards Out,Unknown,Unaware,50,50,0.3,1.2,Water 1,Unknown,"9, 42, 44, 67, 76, 78, 91, 138","9, 42, 44, 67, 76, 78, 91, 138",0,
#772,Type-null,Generation VII,Normal,Unknown,95,95,95,95,95,59,534,3,Battle Armor,Unknown,Unknown,0,0,1.9,120.5,Undiscorved,Unknown,Unknown,Unknown,0,
#773,Silvally,Generation VII,Normal,Unknown,95,95,95,95,95,95,570,3,RKS System,Unknown,Unknown,0,0,2.3,100.5,Undiscovered,Unknown,Unknown,Unknown,0,
#774,Minior,Generation VII,Rock,Flying,60,60,100,60,100,60,440,30,Shields Down,Unknown,Unknown,0,0,0.3,40,Mineral,Unknown,Unknown,Unknown,0,
#774,Cminior,Generation VII,Rock,Flying,60,100,60,100,60,120,500,30,Shields Down,Unknown,Unknown,0,0,0.3,0.3,Mineral,Unknown,Unknown,Unknown,0,
#775,Komala,Generation VII,Normal,Unknown,65,115,65,75,95,65,480,45,Comatose,Unknown,Unknown,50,50,0.4,19.9,Field,Unknown,Unknown,Unknown,0,
#776,Turtonator,Generation VII,Fire,Dragon,60,78,135,91,85,36,485,70,Shell Armor,Unknown,Unknown,50,50,2,212,Monster,Dragon,"19, 37, 54, 64, 132",Unknown,0,
#777,Togedemaru,Generation VII,Electric,Steel,65,98,63,40,73,96,435,180,Iron Barbs,Lightning Rod,Sturdy,50,50,0.3,3.3,Field,Fairy,"12, 25, 56","12, 25, 56",0,
#778,Mimikyu,Generation VII,Ghost,Fairy,55,90,80,50,105,96,476,45,Disguise,Unknown,Unknown,50,50,0.2,0.7,Amorphous,Unknown,62,62,0,
#779,Bruxish,Generation VII,Water,Psychic,68,105,70,70,70,92,475,80,Dazzling,Strong Jaw,Wonder Skin,50,50,0.9,19,Water 2,Unknown,Unknown,Unknown,0,
#780,Drampa,Generation VII,Normal,Dragon,78,60,85,135,91,36,485,70,Berserk,Sap Sipper,Cloud Nine,50,50,3,185,Monster,Dragon,Unknown,"37, 64, 132",0,
#781,Dhelmise,Generation VII,Ghost,Grass,70,131,100,86,90,40,517,25,Steelworker,Unknown,Unknown,0,0,3.9,210,Mineral,Unknown,"28, 59","28, 59",0,
#782,Jangmo-o,Generation VII,Dragon,Unknown,45,55,65,45,45,45,300,45,Bulletproof,Soundproof,Overcoat,50,50,0.6,29.7,Dragon,Unknown,"37, 38, 64, 131, 132",Unknown,0,
#783,Hakamo-o,Generation VII,Dragon,Fighting,55,75,90,65,70,65,420,45,Bulletproof,Soundproof,Overcoat,50,50,1.2,47,Dragon,Unknown,"37, 38, 64, 131, 132",Unknown,0,
#784,Kommo-o,Generation VII,Dragon,Fighting,75,110,125,100,105,85,600,45,Bulletproof,Soundproof,Overcoat,50,50,1.6,78.2,Dragon,Unknown,"37, 38, 64, 131, 132",Unknown,0,
#785,Tapu Koko,Generation VII,Electric,Fairy,70,115,85,95,75,130,570,3,Electric Surge,Unknown,Telepathy,0,0,1.8,20.5,Undiscovered,Unknown,Unknown,Unknown,0,
#786,Tapu Lele,Generation VII,Psychic,Fairy,70,85,75,130,115,95,570,3,Psychic Surge,Unknown,Telepathy,0,0,1.2,18.6,Undiscovered,Unknown,Unknown,Unknown,0,
#787,Tapu Bulu,Generation VII,Grass,Fairy,70,130,115,85,95,75,570,3,Grassy Surge,Unknown,Telepathy,0,0,1.9,45.5,Undiscovered,Unknown,Unknown,Unknown,0,
#788,Tapu Fini,Generation VII,Water,Fairy,70,75,115,95,130,85,570,3,Misty Surge,Unknown,Telepathy,0,0,1.3,21.2,Undiscovered,Unknown,Unknown,Unknown,0,
#789,Cosmog,Generation VII,Psychic,Unknown,43,29,31,29,31,37,200,45,Unaware,Unknown,Unknown,0,0,0.2,0.1,Undiscovered,Unknown,Unknown,Unknown,0,
#790,Cosmoem,Generation VII,Psychic,Unknown,43,29,131,29,131,37,400,45,Sturdy,Unknown,Unknown,0,0,0.1,999.9,Undiscovered,Unknown,Unknown,Unknown,0,
#791,Solgaleo,Generation VII,Psychic,Steel,137,137,107,113,89,97,680,45,Full Metal Body,Unknown,Unknown,0,0,3.4,230,Undiscovered,Unknown,Unknown,Unknown,0,
#792,Lunala,Generation VII,Psychic,Ghost,137,113,89,137,107,97,680,45,Shadow Field,Unknown,Unknown,0,0,4,120,Undiscovered,Unknown,Unknown,Unknown,0,
#793,Nihilego,Generation VII,Rock,Poison,109,53,47,127,131,103,570,45,Beast Boost,Unknown,Unknown,0,0,1.2,55.5,Undiscovered,Unknown,Unknown,Unknown,0,
#794,Buzzwole,Generation VII,Bug,Fighting,107,139,139,53,53,79,570,45,Beast Boost,Unknown,Unknown,0,0,2.4,333.6,Undiscovered,Unknown,Unknown,Unknown,0,
#795,Pheromosa,Generation VII,Bug,Fighting,71,137,37,137,37,151,570,45,Beast Boost,Unknown,Unknown,0,0,1.8,25,Undiscovered,Unknown,Unknown,Unknown,0,
#796,Xurkitree,Generation VII,Electric,Unknown,83,89,71,173,71,83,570,45,Beast Boost,Unknown,Unknown,0,0,3.8,100,Undiscovered,Unknown,Unknown,Unknown,0,
#797,Celesteela,Generation VII,Steel,Flying,97,101,103,107,101,61,570,45,Beast Boost,Unknown,Unknown,0,0,9.2,999.9,Undiscovered,Unknown,Unknown,Unknown,0,
#798,Kartana,Generation VII,Grass,Steel,59,181,131,59,31,109,570,45,Beast Boost,Unknown,Unknown,0,0,0.3,0.1,Undiscovered,Unknown,Unknown,Unknown,0,
#799,Guzzlord,Generation VII,Dark,Dragon,223,101,53,97,53,43,570,45,Beast Boost,Unknown,Unknown,0,0,5.5,888,Undiscovered,Unknown,Unknown,Unknown,0,
#800,Necrozma,Generation VII,Psychic,Unknown,97,107,101,127,89,79,600,3,Prism Armor,Unknown,Unknown,0,0,2.4,230,Undiscovered,Unknown,Unknown,Unknown,0,
#800,Dmnecrozma,Generation VII,Psychic,Steel,97,157,127,113,109,77,680,3,Prism Armor,Unknown,Unknown,0,0,3.8,460,Undiscovered,Unknown,Unknown,Unknown,0,
#800,Dwnecrozma,Generation VII,Psychic,Ghost,97,113,109,157,127,77,680,3,Prism Armor,Unknown,Unknown,0,0,4.2,350,Undiscovered,Unknown,Unknown,Unknown,0,
#800,Unecrozma,Generation VII,Psychic,Dragon,97,167,97,167,97,129,754,3,Neuroforce,Unknown,Unknown,0,0,7.5,230,Undiscovered,Unknown,Unknown,Unknown,0,
#801,Magearna,Generation VII,Steel,Fairy,80,95,115,130,115,65,600,3,Soul-Heart,Unknown,Unknown,0,0,1,80.5,Undiscovered,Unknown,Unknown,Unknown,0,
#802,Marshadow,Generation VII,Fighting,Ghost,90,125,80,90,90,125,600,3,Technician,Unknown,Unknown,0,0,0.7,22.2,Undiscovered,Unknown,Unknown,Unknown,0,
#803,Poipole,Generation VII,Poison,Unknown,67,73,67,73,67,73,420,45,Beast Boost,Unknown,Unknown,0,0,0.6,1.8,Undiscovered,Unknown,Unknown,Unknown,0,
#804,Naganadel,Generation VII,Poison,Dragon,73,73,73,127,73,121,540,45,Beast Boost,Unknown,Unknown,0,0,3.6,150,Undiscovered,Unknown,Unknown,Unknown,0,
#805,Stakataka,Generation VII,Rock,Steel,61,131,211,53,101,13,570,30,Beast Boost,Unknown,Unknown,0,0,5.5,820,Undiscovered,Unknown,Unknown,Unknown,0,
#806,Blacephalon,Generation VII,Fire,Ghost,53,127,53,151,79,107,570,30,Beast Boost,Unknown,Unknown,0,0,1.8,13,Undiscovered,Unknown,Unknown,Unknown,0,
#807,Zeraora,Generation VII,Electric,Unknown,88,112,75,102,80,143,600,3,Volt Absorb,Unknown,Unknown,0,0,1.5,44.5,Undiscovered,Unknown,Unknown,Unknown,0,
#808,Meltan,Unknown,Steel,Unknown,46,65,65,55,35,34,300,3,Magnet Pull,Unknown,Unknown,0,0,0.2,8,Undiscovered,Unknown,Unknown,Unknown,0,
#809,Melmetal,Unknown,Steel,Unknown,135,143,143,80,65,34,600,3,Iron Fist,Unknown,Unknown,0,0,2.5,800,Undiscovered,Unknown,Unknown,Unknown,0,
#810,Grookey,Generation VIII,Grass,Unknown,50,65,50,40,40,65,310,45,Overgrow,Unknown,Grassy Surge,87.5,12.5,0.3,5,Field,Grass,Unknown,Unknown,0,
#811,Thwackey,Generation VIII,Grass,Unknown,70,85,70,55,60,80,420,45,Overgrow,Unknown,Grassy Surge,87.5,12.5,0.7,14,Field,Grass,Unknown,Unknown,0,
#812,Rillaboom,Generation VIII,Grass,Unknown,100,125,90,60,70,85,530,45,Overgrow,Unknown,Grassy Surge,87.5,12.5,2.1,90,Field,Grass,Unknown,Unknown,0,
#813,Scorbunny,Generation VIII,Fire,Unknown,50,71,40,40,40,69,310,45,Blaze,Unknown,Libero,87.5,12.5,0.3,4.5,Field,Human-Like,Unknown,Unknown,0,
#814,Raboot,Generation VIII,Fire,Unknown,65,86,60,55,60,94,420,45,Blaze,Unknown,Libero,87.5,12.5,0.6,9,Field,Human-Like,Unknown,Unknown,0,
#815,Cinderace,Generation VIII,Fire,Unknown,80,116,75,65,75,119,530,45,Blaze,Unknown,Libero,87.5,12.5,1.4,33,Field,Human-Like,Unknown,Unknown,0,
#816,Sobble,Generation VIII,Water,Unknown,50,40,40,70,40,70,310,45,Torrent,Unknown,Sniper,87.5,12.5,0.3,4,Water 1,Field,Unknown,Unknown,0,
#817,Drizzile,Generation VIII,Water,Unknown,65,60,55,95,55,90,420,45,Torrent,Unknown,Sniper,87.5,12.5,0.7,11.5,Water 1,Field,Unknown,Unknown,0,
#818,Inteleon,Generation VIII,Water,Unknown,70,85,65,125,65,120,530,45,Torrent,Unknown,Sniper,87.5,12.5,1.9,45.2,Water 1,Field,Unknown,Unknown,0,
#819,Skwovet,Generation VIII,Normal,Unknown,70,55,55,35,35,25,275,255,Cheek Pouch,Unknown,Gluttony,50,50,0.3,2.5,Field,Unknown,"40, 65, 94, 95, 96, 97, 98","40, 65, 94, 95, 96, 97, 98",0,
#820,Greedent,Generation VIII,Normal,Unknown,120,95,95,55,75,20,460,90,Cheek Pouch,Unknown,Gluttony,50,50,0.6,6,Field,Unknown,"40, 151","40, 151",0,
#821,Rookidee,Generation VIII,Flying,Unknown,38,47,35,33,35,57,245,255,Keen Eye,Unnerve,Big Pecks,50,50,0.2,1.8,Flying,Unknown,"32, 61, 89","32, 61, 89",0,
#822,Corvisquire,Generation VIII,Flying,Unknown,68,67,55,43,55,77,365,120,Keen Eye,Unnerve,Big Pecks,50,50,0.8,16,Flying,Unknown,"32, 61, 89","32, 61, 89",0,
#823,Corviknight,Generation VIII,Flying,Steel,98,87,105,53,85,67,495,45,Pressure,Unnerve,Mirror Armor,50,50,2.2,75,Flying,Unknown,"32, 61, 89","32, 61, 89",0,
#824,Blipbug,Generation VIII,Bug,Unknown,25,20,20,25,45,45,180,255,Swarm,Compound Eyes,Telepathy,50,50,0.4,8,Bug,Unknown,"5, 13, 46, 90, 92, 149","5, 46, 90, 92, 149",0,
#825,Dottler,Generation VIII,Bug,Psychic,50,35,80,50,90,30,335,120,Swarm,Compound Eyes,Telepathy,50,50,0.4,19.5,Bug,Unknown,"5, 13, 46, 90, 92, 109, 149","5, 46, 90, 92, 109, 149",0,
#826,Orbeetle,Generation VIII,Bug,Psychic,60,45,110,80,120,90,505,45,Swarm,Frisk,Telepathy,50,50,0.4,40.8,Bug,Unknown,"5, 13, 46, 90, 92, 109, 149","5, 46, 90, 92, 109, 149",0,
#827,Nickit,Generation VIII,Dark,Unknown,40,28,28,47,52,50,245,255,Run Away,Unburden,Stakeout,50,50,0.6,8.9,Field,Unknown,"36, 63, 69, 88","36, 63, 69, 88",0,
