Name,Sw nonHA,Sh nonHA,Sw HA,Sh HA,-
Blissey,"[100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml), [134](https://www.serebii.net/swordshield/maxraidbattles/den134.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml), [140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml), [141](https://www.serebii.net/swordshield/maxraidbattles/den141.shtml), [142](https://www.serebii.net/swordshield/maxraidbattles/den142.shtml), [144](https://www.serebii.net/swordshield/maxraidbattles/den144.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [146](https://www.serebii.net/swordshield/maxraidbattles/den146.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml), [153](https://www.serebii.net/swordshield/maxraidbattles/den153.shtml), [157](https://www.serebii.net/swordshield/maxraidbattles/den157.shtml)","[100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml), [134](https://www.serebii.net/swordshield/maxraidbattles/den134.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml), [140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml), [141](https://www.serebii.net/swordshield/maxraidbattles/den141.shtml), [142](https://www.serebii.net/swordshield/maxraidbattles/den142.shtml), [144](https://www.serebii.net/swordshield/maxraidbattles/den144.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [146](https://www.serebii.net/swordshield/maxraidbattles/den146.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml), [153](https://www.serebii.net/swordshield/maxraidbattles/den153.shtml), [157](https://www.serebii.net/swordshield/maxraidbattles/den157.shtml)","[100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml), [134](https://www.serebii.net/swordshield/maxraidbattles/den134.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml), [140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml), [141](https://www.serebii.net/swordshield/maxraidbattles/den141.shtml), [142](https://www.serebii.net/swordshield/maxraidbattles/den142.shtml), [144](https://www.serebii.net/swordshield/maxraidbattles/den144.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [146](https://www.serebii.net/swordshield/maxraidbattles/den146.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml), [153](https://www.serebii.net/swordshield/maxraidbattles/den153.shtml), [157](https://www.serebii.net/swordshield/maxraidbattles/den157.shtml)","[100](https://www.serebii.net/swordshield/maxraidbattles/den100.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml), [104](https://www.serebii.net/swordshield/maxraidbattles/den104.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml), [108](https://www.serebii.net/swordshield/maxraidbattles/den108.shtml), [110](https://www.serebii.net/swordshield/maxraidbattles/den110.shtml), [112](https://www.serebii.net/swordshield/maxraidbattles/den112.shtml), [114](https://www.serebii.net/swordshield/maxraidbattles/den114.shtml), [116](https://www.serebii.net/swordshield/maxraidbattles/den116.shtml), [118](https://www.serebii.net/swordshield/maxraidbattles/den118.shtml), [120](https://www.serebii.net/swordshield/maxraidbattles/den120.shtml), [122](https://www.serebii.net/swordshield/maxraidbattles/den122.shtml), [124](https://www.serebii.net/swordshield/maxraidbattles/den124.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml), [128](https://www.serebii.net/swordshield/maxraidbattles/den128.shtml), [130](https://www.serebii.net/swordshield/maxraidbattles/den130.shtml), [132](https://www.serebii.net/swordshield/maxraidbattles/den132.shtml), [134](https://www.serebii.net/swordshield/maxraidbattles/den134.shtml), [136](https://www.serebii.net/swordshield/maxraidbattles/den136.shtml), [138](https://www.serebii.net/swordshield/maxraidbattles/den138.shtml), [140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml), [141](https://www.serebii.net/swordshield/maxraidbattles/den141.shtml), [142](https://www.serebii.net/swordshield/maxraidbattles/den142.shtml), [144](https://www.serebii.net/swordshield/maxraidbattles/den144.shtml), [145](https://www.serebii.net/swordshield/maxraidbattles/den145.shtml), [146](https://www.serebii.net/swordshield/maxraidbattles/den146.shtml), [147](https://www.serebii.net/swordshield/maxraidbattles/den147.shtml), [148](https://www.serebii.net/swordshield/maxraidbattles/den148.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml), [150](https://www.serebii.net/swordshield/maxraidbattles/den150.shtml), [151](https://www.serebii.net/swordshield/maxraidbattles/den151.shtml), [153](https://www.serebii.net/swordshield/maxraidbattles/den153.shtml), [157](https://www.serebii.net/swordshield/maxraidbattles/den157.shtml)",-
Larvitar,Unknown,[51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml),Unknown,None,-
Pupitar,Unknown,[51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml),Unknown,None,-
Tyranitar,Unknown,"[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",Unknown,"[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [51](https://www.serebii.net/swordshield/maxraidbattles/den51.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",-
Zigzagoon,"[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",None,None,-
Linoone,"[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)","[36](https://www.serebii.net/swordshield/maxraidbattles/den36.shtml), [40](https://www.serebii.net/swordshield/maxraidbattles/den40.shtml), [63](https://www.serebii.net/swordshield/maxraidbattles/den63.shtml), [69](https://www.serebii.net/swordshield/maxraidbattles/den69.shtml), [88](https://www.serebii.net/swordshield/maxraidbattles/den88.shtml)",None,None,-
Lotad,Unknown,"[26](https://www.serebii.net/swordshield/maxraidbattles/den26.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",Unknown,None,-
Lombre,Unknown,"[26](https://www.serebii.net/swordshield/maxraidbattles/den26.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",Unknown,None,-
Ludicolo,Unknown,"[26](https://www.serebii.net/swordshield/maxraidbattles/den26.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",Unknown,[59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml),-
Seedot,"[26](https://www.serebii.net/swordshield/maxraidbattles/den26.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",Unknown,None,Unknown,-
Nuzleaf,"[26](https://www.serebii.net/swordshield/maxraidbattles/den26.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",Unknown,None,Unknown,-
Shiftry,"[26](https://www.serebii.net/swordshield/maxraidbattles/den26.shtml), [35](https://www.serebii.net/swordshield/maxraidbattles/den35.shtml), [58](https://www.serebii.net/swordshield/maxraidbattles/den58.shtml), [59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml), [79](https://www.serebii.net/swordshield/maxraidbattles/den79.shtml)",Unknown,[59](https://www.serebii.net/swordshield/maxraidbattles/den59.shtml),Unknown,-
Wingull,"[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml)",None,None,-
Pelipper,"[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml), [140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml)","[32](https://www.serebii.net/swordshield/maxraidbattles/den32.shtml), [61](https://www.serebii.net/swordshield/maxraidbattles/den61.shtml), [89](https://www.serebii.net/swordshield/maxraidbattles/den89.shtml), [140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml)",[140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml),[140](https://www.serebii.net/swordshield/maxraidbattles/den140.shtml),-
Ralts,"[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [34](https://www.serebii.net/swordshield/maxraidbattles/den34.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml)","[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [34](https://www.serebii.net/swordshield/maxraidbattles/den34.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml)",None,None,-
Kirlia,"[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [34](https://www.serebii.net/swordshield/maxraidbattles/den34.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml)","[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [34](https://www.serebii.net/swordshield/maxraidbattles/den34.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml)",[126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml),[126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml),-
Gardevoir,"[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml)","[2](https://www.serebii.net/swordshield/maxraidbattles/den2.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml)","[50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml)","[50](https://www.serebii.net/swordshield/maxraidbattles/den50.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [74](https://www.serebii.net/swordshield/maxraidbattles/den74.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml), [87](https://www.serebii.net/swordshield/maxraidbattles/den87.shtml), [117](https://www.serebii.net/swordshield/maxraidbattles/den117.shtml), [125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml), [126](https://www.serebii.net/swordshield/maxraidbattles/den126.shtml)",-
Nincada,"[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml)","[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [16](https://www.serebii.net/swordshield/maxraidbattles/den16.shtml)",None,None,-
Ninjask,"[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)","[4](https://www.serebii.net/swordshield/maxraidbattles/den4.shtml), [149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml)",[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),[149](https://www.serebii.net/swordshield/maxraidbattles/den149.shtml),-
Shedinja,[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml),[46](https://www.serebii.net/swordshield/maxraidbattles/den46.shtml),None,None,-
Whismur,"[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)",[102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml),[102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml),-
Loudred,[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml),[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml),None,None,-
Exploud,"[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)","[101](https://www.serebii.net/swordshield/maxraidbattles/den101.shtml), [102](https://www.serebii.net/swordshield/maxraidbattles/den102.shtml)",-
Azurill,[125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml),[125](https://www.serebii.net/swordshield/maxraidbattles/den125.shtml),None,None,-
Sableye,Unknown,"[35](https://www.serebii.net/swordshield/maxraidbattles/den35.shtml), [43](https://www.serebii.net/swordshield/maxraidbattles/den43.shtml), [47](https://www.serebii.net/swordshield/maxraidbattles/den47.shtml), [81](https://www.serebii.net/swordshield/maxraidbattles/den81.shtml)",Unknown,[35](https://www.serebii.net/swordshield/maxraidbattles/den35.shtml),-
Mawile,"[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [34](https://www.serebii.net/swordshield/maxraidbattles/den34.shtml), [62](https://www.serebii.net/swordshield/maxraidbattles/den62.shtml), [82](https://www.serebii.net/swordshield/maxraidbattles/den82.shtml)",Unknown,"[12](https://www.serebii.net/swordshield/maxraidbattles/den12.shtml), [34](https://www.serebii.net/swordshield/maxraidbattles/den34.shtml)",Unknown,-
Electrike,"[24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [57](https://www.serebii.net/swordshield/maxraidbattles/den57.shtml)","[24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [57](https://www.serebii.net/swordshield/maxraidbattles/den57.shtml)",None,None,-
Manetric,"[24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml)","[24](https://www.serebii.net/swordshield/maxraidbattles/den24.shtml), [106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml)",[106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml),[106](https://www.serebii.net/swordshield/maxraidbattles/den106.shtml),-
